H&M_Review,Sentiment Category
"Puber dochter vond het toch niet zo leuk dan ze verwachte, dus retour",Neutral
Mijn zoon is er blij mee. Mooie dikke stof en kwaliteit.,Neutral
Het is echt de meest zachte trui ever en goede kwaliteit,Neutral
Leuke orginele print met reliëf en lekkere kwaliteit,Neutral
Zit heerlijk en is lekker zacht van binnen.,Neutral
"Lekker warm, goede lengte en lekker zacht.",Positive
"Warme hoodie, met een prefecte fit.",Positive
Mooie kwaliteit en draagt lekker,Neutral
"Super leuke trui! Ik twijfelde eerst over de kleur omdat het als jongen zijnde soms risicovol is om roze te dragen, maar wat een prachtige trui is dit zeg! Hij past goed, de kleur is erg mooi in combinatie met de print en het materiaal is erg fijn. Zeker aan te bevelen.",Positive
"Super chille en leuke trui!! Had hem in meerdere maten gekocht om te kijken welke het fijnst zat. Als je twijfelt tussen 2 maten, ga voor de kleinere. L was echt veeeeeeeeeeels te groot voor mij, ik verdronk er bijna in haha",Positive
"Super chille en leuke trui!! Had hem in meerdere maten gekocht om te kijken welke het fijnst zat. Als je twijfelt tussen 2 maten, ga voor de kleinere. L was echt veeeeeeeeeeels te groot voor mij, ik verdronk er bijna in haha",Positive
"Goede kwaliteit, hoodie valt erg goed op de maat. Niet te lang of te kort. Stof is van juiste dikte, kan in alle seizoenen gedragen worden zonder discomfort.",Negative
"De stof voelt fijn (zacht en soepel) en de kleur en de print zien er mooi uit. De maat is ietsjes oversized, maar dat zit juist wel lekker en comfortabel.",Neutral
helaas veel te groot maar de sweater opzicht en de afbeeldingen erop zijn wel heel erg mooi maar toch helaas retour moeten sturen.,Neutral
"mooie kleur, perfecte maat en valt mooi. kan je bijna op alles dragen. mooie print ook. voor vrouwen wel beetje lang",Neutral
Erg nice! Had van mij wel misschien nog iets ruimer mogen zitten maar valt verder naar de maat.,Positive
"Hele vette hoodie en leuke kleur, valt lekker ruim. Erg nice als baggy hoodie",Positive
"Beste sweater materiaal en leuke print achter en voor , simpel maar mooi !",Neutral
"Werkelijk een super sweater. Ik heb er 5 besteld en na passen bleek de M ietsje te groot te vallen. Als test eentje in de wasmachine en droger gedaan en... nu is het helemaal mijn maat. Goede kwaliteit niet te dun en niet te dik, gewoon heerlijk om te dragen tijdens alle jaargetijden. Waarom vijf stuks besteld? Omdat ze wit zijn en ik zeker weet dat als ik er maar eentje heb, dat die dan niet een lang leven beschoren is.",Neutral
"Gekocht voor mijn vriend en hij is er ontzettend blij mee. Het is een erg mooie, zachte stof. Inmiddels ook in een andere kleur besteld!",Neutral
"Dit is zowel op de foto als in het echt geen donkerblauw te noemen, het is zwartpaars. Wel een hele mooie trui.",Neutral
Mooie trui. Sluit mooi aan in de hals maar wel vrij los bij de mouwen,Neutral
Draag xxxl prima op maar en geen te warme trui ben heel tevreden,Neutral
"Wel iets duurder, maar goede lengte, valt goed en mooie kleur",Neutral
Mooie trui maar valt groot dus maat kleiner besteld.,Neutral
"Heb hem terug gestuurd, zat te groot en niet mooi",Neutral
"Leuke trui, leuke kleur! Voor deze prijs..",Neutral
Leuke trui mooie kleur valt lekker losjes,Neutral
"Hij zit lekker, goede kwaliteit en lekker zacht. Mooie kleur.",Neutral
"Mooie kwaliteit, super fijne stof",Positive
Maat valt groot,Neutral
Maat valt groot,Neutral
Super mooi,Positive
Zit super,Positive
Ze zitten perfect hoe ik het wou geen problemen ermee. En goeie stof ook,Positive
Leuke trui. Lichter geel van kleur dan op de foto. Super lekker zacht.,Positive
"Puber dochter vond het toch niet zo leuk dan ze verwachte, dus retour",Neutral
Mijn zoon is er blij mee. Mooie dikke stof en kwaliteit.,Neutral
Het is echt de meest zachte trui ever en goede kwaliteit,Neutral
Leuke orginele print met reliëf en lekkere kwaliteit,Neutral
Zit heerlijk en is lekker zacht van binnen.,Neutral
"Lekker warm, goede lengte en lekker zacht.",Positive
"Warme hoodie, met een prefecte fit.",Positive
Mooie kwaliteit en draagt lekker,Neutral
"Mooie trui, fijne dikke stof maar de mouwen zijn te kort. XL gekozen voor een man van 1.92 m. Deze trui gaat helaas terug.",Neutral
Wat een heerlijke hoodie super fijne stof zit geweldig lekker. Stevige onderkant dus blijft mooi zitten en lekker warm.,Positive
Artikel was goed maar helaas voor de 2de keer bestellen verkeerde kleur zwart besteld maar krijg offblack,Neutral
Na 1x wassen op 30 graden zijn de mouwen en lengte ontzettend gekrompen,Neutral
"Valt echt super groot, wel goed, stevig materiaal",Positive
"Lekker oversized, geweldige kwaliteit!",Neutral
Dunne stof en weinig model in de trui.,Neutral
Was helaas te groot. Geretourneerd,Neutral
"Te ruwe stof, zit niet comfortabel",Neutral
Heerlijke hoodie. Super kwaliteit,Positive
"Heerlijke zachte wegdroom sweater. Zoals al gezegd is wel veel afgifte van groene pluis aan je shirt of bh( wat je er onder aan hebt) Hoop na wassen dat dit minder word of stopt.Heb XL genomen, valt lekker ruim. Ben 1.70, normaal postuur, valt over de billen.",Neutral
"Hele fijne donzige en warmde teddy-hoodie! Past perfect en blijft warm! 1 minpuntje is wel dat deze hoodie op het begin nog best wat van de stof zelf afgaf, mijn broek zat daardoor wel onder de zwarte pluisjes, dus goed wassen voordat je hem gaat dragen!",Positive
"zalige zachte iets dunnere trui die superwarm is, heerlijk voor binnen, als lounge-trui. De M viel goed wijd en net ietsje over de billen (ben een vrouw van 1.68 lang), een L had ik als jurkje aan gekund.",Negative
Lekkere warme hoodie. Met een t-shirt eronder zit het zelfs nog lekker warm. Je hoeft er geen lange mouwen onder te dragen. Na verloop van tijd krijg je het al snel lekker warm.,Positive
"Lekker oversized gekocht. Zit zo lekker dat ik meteen nog eentje heb gekocht. Heel zacht en warm. Ook fijn dat de wind er niet doorheen waait, wat veel teddy truien hebben.",Positive
"Hele fijne kwaliteit, lekker warm. Ik heb bewust gekozen voor de heren teddy om het materiaal heel fijn is en het is stoer. Vrouwen kunnen dit model gewoon aan.",Positive
Prachtige trui. Helaas wel de verkeerde kleur geleverd gekregen maar dat kan gebeuren en vond degene voor wie hij was in dit geval niet erg.,Neutral
Wat een heerlijke sweater dit was nummer 3 die ik heb gekocht Mooie kwaliteit en hij zit zo lekker en warm Ben er weer super blij mee,Positive
"Ze zitten zooo lekkerrrrrr!!! Ik heb beige en grijs, jammer dat de zwarte niet meer verkrijgbaar is anders had ik die ook gehaald.",Negative
"Heerlijke truien, man, zoon en dochter hebben er al meerdere! Heerlijk warm en zacht. Blijven ook fluffie en zacht na het wassen",Positive
"Prachtig! Geweldige kwaliteit, mooie kleur, erg comfortabel. Iets meer oversized dan normaal maar dat vind ik fijn.",Neutral
Mooie trui die precies goed past. Mooi geborduurde opdruk.,Negative
Geweldige sweater. Zit goed en mooie stof,Neutral
Heerlijke trui!,Neutral
Top kwaliteit,Positive
Past perfect,Positive
Hij is goed,Neutral
Malse trui,Neutral
Mooi,Neutral
"Het heeft even geduurd want hij was elke keer uitverkocht, maar deze trui is elke euro waard. Maat en fit zijn goed. Man blij.. dus vrouw blij",Positive
Als vrouw gekocht omdat ik hou van de oversized fit. Heerlijk stofje en de kleur is top!!,Positive
Comfortabel en leuke trui. Zat wel veel stof aan de binnenkant die er overal uit kwam,Negative
"Prima, is wel wat gaan pluizen maar voor de prijs prima",Neutral
"Fijne dikke trui,eigen maat nemen voor beetje oversized",Neutral
"Fijne, zachte trui! De oversized look is ook geweldig.",Neutral
"Iets te geoot gekocht, hangt teveel",Neutral
Als vrouw gekocht. Top trui!,Positive
Mooie hoodie zit perfect,Positive
mooi en kwaliteit goed,Neutral
"Prachtige, comfortabele hoodie! Ik had hem een maatje groter besteld, omdat ik m graag oversized wou hebben.",Neutral
"Lekkere trui, geen top kwaliteit. Heren afdeling heeft betere",Positive
Voelt stevig aan. Hele mooie trui.,Neutral
"Mooie trui,leuke kleur",Neutral
Zitten lekker en fijn!,Neutral
zit heerlijk,Neutral
"Mooie warme diep bruine kleur. De stof voelt stevig en zacht. De sweater valt mooi en en zit lekker en ook de maatvoering klopt, hij valt gewoon op maat. Kleine details maken dat deze basic sweater niet standaard oogt.",Neutral
Mooie kleur (komt goed overeen met de kleur op de site) en de stof voelt stevig maar wel zacht aan. Gewoon een basic sweater die uitblinkt in kleine details en kwaliteit.,Negative
Mouwen hadden iets langer gemogen voor een relaxed fit. Goedkopere fleece binnenkant die erg gaat pluizen.,Positive
Mooie kwalitatieve stof waardoor de trui er chic uitziet. Daarnaast lekker warm en zacht.,Positive
Cadeau gegeven aan mijn man. Hij is er tevreden mee. Past goed. Niet te kort.,Neutral
Prachtige kleur precies zoals op de sites,Neutral
"Mooi trui, kwaliteit was ook goed",Neutral
Mooie pasvorm. Goede kwaliteit,Neutral
"Mooi trui , kwaliteit is goed",Neutral
Viel tegen! Beetje gewoon.,Neutral
Fijne stof en trui zit heerlijk ruim.,Neutral
Goed,Neutral
"Super leuke trui! Ik twijfelde eerst over de kleur omdat het als jongen zijnde soms risicovol is om roze te dragen, maar wat een prachtige trui is dit zeg! Hij past goed, de kleur is erg mooi in combinatie met de print en het materiaal is erg fijn. Zeker aan te bevelen.",Positive
"Super chille en leuke trui!! Had hem in meerdere maten gekocht om te kijken welke het fijnst zat. Als je twijfelt tussen 2 maten, ga voor de kleinere. L was echt veeeeeeeeeeels te groot voor mij, ik verdronk er bijna in haha",Positive
"Super chille en leuke trui!! Had hem in meerdere maten gekocht om te kijken welke het fijnst zat. Als je twijfelt tussen 2 maten, ga voor de kleinere. L was echt veeeeeeeeeeels te groot voor mij, ik verdronk er bijna in haha",Positive
"Goede kwaliteit, hoodie valt erg goed op de maat. Niet te lang of te kort. Stof is van juiste dikte, kan in alle seizoenen gedragen worden zonder discomfort.",Negative
"De stof voelt fijn (zacht en soepel) en de kleur en de print zien er mooi uit. De maat is ietsjes oversized, maar dat zit juist wel lekker en comfortabel.",Neutral
helaas veel te groot maar de sweater opzicht en de afbeeldingen erop zijn wel heel erg mooi maar toch helaas retour moeten sturen.,Neutral
"mooie kleur, perfecte maat en valt mooi. kan je bijna op alles dragen. mooie print ook. voor vrouwen wel beetje lang",Neutral
Erg nice! Had van mij wel misschien nog iets ruimer mogen zitten maar valt verder naar de maat.,Positive
"Hele vette hoodie en leuke kleur, valt lekker ruim. Erg nice als baggy hoodie",Positive
"Beste sweater materiaal en leuke print achter en voor , simpel maar mooi !",Neutral
Het is echt een super lekker zachte hoodie. Het enige nadeel is dat hij verschrikkelijk afgeeft. Mijn hele lichaam was ineens grijs/blauw en alleen als ik de hoodie aan heb,Positive
"Goede kwaliteit en goede pasvorm de 3xl is ook daadwerkelijk 3xl , zeer tevreden.",Neutral
Hele koele hoodie en goede kwaliteit ik had een alleen wat langer verwacht,Neutral
"Zit goed, kleur mooi bij zijn ogen. Kwaliteit materiaal zacht.",Neutral
Exchanging for a larger size as the sleeves were too short.,Neutral
Valt goed voor mijn man die lang is. Ook mooie kleur,Negative
Super tof zit lekker blijft mooi in de was,Positive
"Prima kwaliteit, mooie trui, zit lekker.",Neutral
Mooie kwaliteit maar wel erg oversized.,Neutral
Comfortabele trui en valt naar maat,Neutral
"Ideaal ding. Meer kleuren, graag.",Neutral
Zacht materiaal mooie print precies wat ik zocht ik ben gek op de nasa truien,Neutral
"Valt wijder vergeleken met de andere kleuren van dezelfde trui (bijv. grijs, donkerblauw en groenachtig zwart)",Neutral
Valt ruim vergeleken met de andere kleuren,Neutral
opdruk niet geverfd maar bedrukt,Neutral
Maat verschil tussen XXL en XL viel mee. Leek alsof deze XXL kleiner viel,Neutral
Zit geen model in. Heel wijd. Zonde want de kleur is heel mooi.,Positive
"Goede fit, mooie kleur en fijn materiaal.",Positive
het zit heel fijn en past perfect,Positive
Viel veel groter uit dan een XXL,Neutral
Zit mooi maat is precies goed,Neutral
Zit heerlijk en mooie kleur!,Neutral
Mooie kleur en zit lekker.,Neutral
Erg mooie kleur!,Neutral
Mooie sweater,Neutral
"Stond me niet super leuk dus ik heb het geretourneerd. Maar in principe is het wel zoals het op de website staat. Ik ben een vrouw, 177cm en 64kg",Positive
Een heerlijk zittend shirt goede kwaliteit en het zit lekker,Neutral
"goede kwaliteit, dikke stevige stof",Neutral
Quality of the product is not good,Negative
Mooi shirt in stevig katoen,Neutral
Mooi shirt in stevig katoen,Neutral
Erg blij met de kwaliteit,Neutral
Perfect voor de herfst,Positive
Past goed. Mooie stof,Neutral
Mouwen zijn te kort,Neutral
"Perfect, lekker zacht, goede kwaliteit. Op het begin pluist die een beetje op zwarte kleding maar dat is na 1 keer wassen weer over. Bij mij is die tot nu toe nogsteeds lekker zacht, na iets van 5 keer wassen",Negative
"Love them! Kocht ze voor mezelf (vrouw) om in te chillen en voor over mijn sportkleding. Ze zijn heerlijk zacht en warm, zonder dat ze super dik zijn. Blij mee!",Positive
"Erg fijne, warme en zachte sweater. Voor vrouwen ook fijn maar bestel dan wel een kleinere maat. De oranje kleur is ook echt super mooi en niet te vel.",Positive
Aangeschaft voor mijn twee tiener zonen. Die zijn er enorm blij mee. Al vaak in de wasmachine en droger geweest en ze zien er nog steeds goed uit!,Negative
"Deze truien zijn hun geld 1000% waard. Toffe kleuren, fijne stof, mooie pasvorm, lekker zacht en warm. Conclusie: deze wil je!",Positive
Hele lekkere simpele truien (Voor vrouwen vallen deze ook leuk en kan je deze ook heel leuk cropped dragen),Neutral
Top kwaliteit. Eerste keer apart wassen ! De binnenkant komt een beetje los na de eerste keer wassen,Positive
Heerlijke truien. De maat is goed en de stof blijft na het wassen ook zacht. Goede aankoop!,Neutral
"Pasvorm is goed, de stof voelt lekker zacht. Heb deze trui inmiddels in meerdere kleuren.",Neutral
"zitten heel lekker, maar de binnenkant geeft wel beste pluizen af op kleding eronder!",Neutral
mooie kwaliteit en kleur,Neutral
"Valt wijder vergeleken met de andere kleuren van dezelfde trui (bijv. grijs, donkerblauw en groenachtig zwart)",Neutral
Valt ruim vergeleken met de andere kleuren,Neutral
Stevige kwaliteit. Langere cuffs en stevige kraag met robuuste rits maken de half zip sweater stoerder dan standaard.,Neutral
Leuk shirt met goede pasvorm. Staat iets netter dan een sweatshirt.,Neutral
Het is echt een super lekker zachte hoodie. Het enige nadeel is dat hij verschrikkelijk afgeeft. Mijn hele lichaam was ineens grijs/blauw en alleen als ik de hoodie aan heb,Positive
"Goede kwaliteit en goede pasvorm de 3xl is ook daadwerkelijk 3xl , zeer tevreden.",Neutral
Hele koele hoodie en goede kwaliteit ik had een alleen wat langer verwacht,Neutral
"Zit goed, kleur mooi bij zijn ogen. Kwaliteit materiaal zacht.",Neutral
Exchanging for a larger size as the sleeves were too short.,Neutral
Valt goed voor mijn man die lang is. Ook mooie kleur,Negative
Super tof zit lekker blijft mooi in de was,Positive
"Prima kwaliteit, mooie trui, zit lekker.",Neutral
Mooie kwaliteit maar wel erg oversized.,Neutral
Comfortabele trui en valt naar maat,Neutral
Fijne set maar bestel wel een maat kleiner of zelfs 2,Neutral
Broek zit wel een beetje raar,Neutral
Mooie stof maar te groot,Neutral
Perfect👍 ook heel warm,Positive
Verkeerd items gehad,Neutral
Goed kwaliteit,Neutral
Goed kwaliteit,Neutral
Cool outfit ☺️,Positive
Goed kwaliteit,Neutral
Retour groot,Neutral
"Heerlijke hoodie met een oversized look. Zit lekker. Goede prijs-kwaliteitsverhouding. Kleur komt overeen met de kleur op de foto. Zit wel erg ruim. Ik heb normaal maat s/m, maar ben blij dat ik voor een s ben gegaan, want de hoodie zit erg ruim en oogt oversized. Ik zou aanraden een maatje kleiner te bestellen dan je gewend bent. Voor de rest een mooie, zachte hoodie voor een mooie prijs!",Positive
"Deze gecombineerd met de bijpassende joggers, zijn het nieuwe lievelingspak van mijn man. Zondagochtenden kijk ik standaard tegen deze prachtige kleur aan, want hij draagt hem echt heel graag. Wat leuk is, is dat deze trui ook gewoon prima te dragen is. Met de joggers is her een perfect huispak, maar op een spijkerbroek is het ook gewoon een lekker outfitje!",Positive
"I liked the product, the quality is good and the color is as in the pictures. I just expected it to be more on the oversized side. I am a small girl (161 cm) and bought an S, which turned out to fit me just right, which I did not expect. So if you want it to be larger, I would suggest you size up a bit.",Positive
"Ik (vrouw) heb deze herentrui besteld en wat zit ie heerlijk! Ik heb normaal maat S/M en nu een XS besteld. Zit top, iets te groot maar dit vind ik juist fijn en hij is wel mooi aansluitend. En niet zo kort en wijd als het vrouwenmodel. Ook een aanrader voor vrouwen dus!",Positive
"Gekozen omdat dit model langer valt dan die voor vrouwen. Had wel maat kleiner gedaan dan ik bij de damesmaten heb, en dat paste goed op de mouwen na, die waren voor mij echt veel te lang. Jammer want het is echt mooie kwaliteit, lekker zacht en goed afgewerkt.",Negative
"Ik heb normaal maat M of L en en ben nu voor een herenhoodie gegaan maat XL voor een lekkere oversized baggy hoodie. Maar vanwege de relax fit had ik beter een L kunnen nemen, omdat ik hierin zwem, hihi. Toch een lekker zittende hoodie! I’ll keep it!",Positive
"Prima , comfortabele trui. Hoewel dit een mannenproduct is, uitstekend door vrouwen te dragen, zeker omdat deze trui net iets langer valt dan de dames capuchon trui. Mooie kleur, nog iets warmer / mooier dan op de foto. Erg blij met deze aankoop.",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
"deze besteld voor mezelf (als vrouw) heb een XS besteld aangezien mannen maten wat groter kunnen vallen. heb zelf normaal S in vrouwen maten. en deze past perfect, precies oversized genoeg. hele mooie kleur en zit super lekker",Positive
Ben zelf een dame dus deze 2 maten kleiner besteld. Heb een andere die 1 maat kleiner is maar die valt nog een beetje groot uit. Maar het stoort niet. Voor een oversized look kun je beter 1 maat kleiner pakken.,Negative
"Stof is dik en van goede kwaliteit. Ik heb normaal maat S en die had ik ook besteld maar XS staat me beter. Ik ben een vrouw van 177 en 68kg met een ""peer figuur"".",Negative
"Omdat het een oversized model is, expres een maatje kleiner genomen. Maar dit zat gewoon totaal niet lekker. De mouwen vallen heel erg breed en te ruim.",Neutral
"Stevige trui. Eigen maat kiezen, dan valt hij gewoon oversized. Goede kwaliteit, 100% katoen. Meestal zit in dit soort sweaters een deel polyester.",Neutral
"Kleur is heel mooi warm. Sweater is heel oversized, ik heb hem 2 maten kleiner genomen. Kwaliteit is goed. Kleur komt overeen met het plaatje",Positive
"Goede oversized sweater van fijn materiaal. Zit heel comfortabel! Hij is bij mij wel wat groot, maar dat hoort bij oversized.",Neutral
"Mooie trui, maar valt inderdaad groot. Stond al wel bij de beschrijving. Dus is goed om rekening mee te houden.",Neutral
Minder oversized dan ik dacht. Ik ben een vrouw van 1.67 m. Had toch beter een s kunnen nemen.,Neutral
"Prachtige roestbruine kleur, maar de trui kwam strakker uit de was en de stof werd ruw.",Neutral
"Fijn katoen en mooie kleur Het hoofd gat is een beetje strak, anders zou het 5* zijn",Neutral
Lekker oversized en stevige stof. Maat is prima aangezien ik brede schouders heb,Neutral
Heerlijk warme hoodie. Super goede kwaliteit katoen. Ook niet te kort maar een goede lengte.,Positive
"Mooie, stevige kwaliteit zonder dat het afdoet aan draagcomfort.",Neutral
Fijne dikke stof. Goede kwaliteit en stevig.,Neutral
"Leuke kleur (bruin) en stof zelf was fijn, maar de fit is heel raar: ik had maat M en zat als L/XL in de breedte en behoorlijke pofmouwen en was vooral heel erg kort, alsof-ie te heet gewassen was.",Positive
Maat valt super klein. Wijde veel te korte plofferige mouwen. Zal wel in de 'hippe fit' zitten maar totaal niet comfortabel wat je juist wel verwacht van zo'n vest.,Positive
"mooie en goede kwaliteit, capuchon is redelijk groot wat ik zelf wel leuk vind. geretourneerd omdat dit niet was wat ik zocht.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
"Heerlijk vest, valt op maat. De XL was te groot (wilde oversized, maar deze was wel heel oversized) heb maat M gehouden.",Neutral
Lekker oversized pasvorm. Voelt degelijk aan. Oogt wel aan de korte kant maar dat vind ik geen probleem,Neutral
mij iets te relaxed. wellcht 1 maat of 2 zelfs kleiner. beetje te van het goede.,Positive
"Mooie zware stof, goede kwaliteit. Minpunt is dat hij een beetje kort valt .",Neutral
Goeie lengte voor man van 1.71. Goeie mouw lengte. Warm en mooi materiaal,Positive
Mooie kwaliteit en perfect pasvorm. Kleur is top en zit echt lekker,Positive
"Voor een 3xl is de maat aan de kleine kant. Mouwen te kort, helemaal na 1x wassen. Print wel goede kwaliteit",Neutral
Aan de grote kant maar het is niet storend,Neutral
Zit super lekker en zeer goede pasvorm,Positive
Prachtige sweater en prima kwaliteit!,Neutral
zeer tevreden zit als gegoten,Neutral
Leuke sweater lekker warm.,Positive
Mooie nette trui!,Neutral
"Valt wijder vergeleken met de andere kleuren van dezelfde trui (bijv. grijs, donkerblauw en groenachtig zwart)",Neutral
Valt ruim vergeleken met de andere kleuren,Neutral
"Hele fijne sweater, mooie kwaliteit!!!",Neutral
"Mooie trui, fijne dikke stof maar de mouwen zijn te kort. XL gekozen voor een man van 1.92 m. Deze trui gaat helaas terug.",Neutral
Wat een heerlijke hoodie super fijne stof zit geweldig lekker. Stevige onderkant dus blijft mooi zitten en lekker warm.,Positive
Artikel was goed maar helaas voor de 2de keer bestellen verkeerde kleur zwart besteld maar krijg offblack,Neutral
Na 1x wassen op 30 graden zijn de mouwen en lengte ontzettend gekrompen,Neutral
"Valt echt super groot, wel goed, stevig materiaal",Positive
"Lekker oversized, geweldige kwaliteit!",Neutral
Dunne stof en weinig model in de trui.,Neutral
Was helaas te groot. Geretourneerd,Neutral
"Te ruwe stof, zit niet comfortabel",Neutral
Heerlijke hoodie. Super kwaliteit,Positive
"Valt wijder vergeleken met de andere kleuren van dezelfde trui (bijv. grijs, donkerblauw en groenachtig zwart)",Neutral
Valt ruim vergeleken met de andere kleuren,Neutral
Het is echt een super lekker zachte hoodie. Het enige nadeel is dat hij verschrikkelijk afgeeft. Mijn hele lichaam was ineens grijs/blauw en alleen als ik de hoodie aan heb,Positive
"Goede kwaliteit en goede pasvorm de 3xl is ook daadwerkelijk 3xl , zeer tevreden.",Neutral
Hele koele hoodie en goede kwaliteit ik had een alleen wat langer verwacht,Neutral
"Zit goed, kleur mooi bij zijn ogen. Kwaliteit materiaal zacht.",Neutral
Exchanging for a larger size as the sleeves were too short.,Neutral
Valt goed voor mijn man die lang is. Ook mooie kleur,Negative
Super tof zit lekker blijft mooi in de was,Positive
"Prima kwaliteit, mooie trui, zit lekker.",Neutral
Mooie kwaliteit maar wel erg oversized.,Neutral
Comfortabele trui en valt naar maat,Neutral
"Valt wijder vergeleken met de andere kleuren van dezelfde trui (bijv. grijs, donkerblauw en groenachtig zwart)",Neutral
Valt ruim vergeleken met de andere kleuren,Neutral
Heerlijk om te dragen ik heb hem met textiel stiften ingekleurd heel leuk resultaat!,Neutral
"Perfecte pasvorm, lekker breed bij de schouders. Erg comfortabel. Fijne materiaal",Neutral
"leuke sweater, voor mijn zoon gekocht, past goed.",Neutral
"Goede kwaliteit sweater, lekkere fit",Positive
Lekker warm en zacht.,Positive
Mooi.,Neutral
Gaaf!,Neutral
Mooi,Neutral
Ik ben zelf een meisje van 160 en heb de trui besteld in een XS. Hij heeft de perfecte fit! Alleen is hij helaas wel aan de dunne kant,Positive
"Valt goed op maat, niet strak maar gewoon mooi losjes. De print zit er heel goed op!",Neutral
"Zit goed wel beetje dunnere stof, maar vind ik juist fijn, niet te warm",Positive
"Valt goed op maat, zacht van binnen & precies de kleur op de foto.",Neutral
Geweldige trui! Ziet er uit zoals op de foto's en zit als gegoten.,Neutral
Fijn stof. Jammer dat kleur in het echt minder fel is.,Neutral
"Mooie sweater, goede kwaliteit en de kleur is echt top",Positive
Gave trui. Leuke print. Goede prijs kwaliteit ratio,Neutral
ben een meid maar deze trui is perfect 🙏🙏🙏🙏🙏,Positive
"Past goed, leuk cadeautje voor mijn broer",Neutral
"Lekker warm, goede lengte en lekker zacht. Helaas vond ik de kleur veel te fel.",Positive
mooie kwaliteit en kleur,Neutral
Maat was verkeerd,Neutral
zacht,Neutral
"Stof is dik en van goede kwaliteit. Ik heb normaal maat S en die had ik ook besteld maar XS staat me beter. Ik ben een vrouw van 177 en 68kg met een ""peer figuur"".",Negative
"Omdat het een oversized model is, expres een maatje kleiner genomen. Maar dit zat gewoon totaal niet lekker. De mouwen vallen heel erg breed en te ruim.",Neutral
"Stevige trui. Eigen maat kiezen, dan valt hij gewoon oversized. Goede kwaliteit, 100% katoen. Meestal zit in dit soort sweaters een deel polyester.",Neutral
"Kleur is heel mooi warm. Sweater is heel oversized, ik heb hem 2 maten kleiner genomen. Kwaliteit is goed. Kleur komt overeen met het plaatje",Positive
"Goede oversized sweater van fijn materiaal. Zit heel comfortabel! Hij is bij mij wel wat groot, maar dat hoort bij oversized.",Neutral
"Mooie trui, maar valt inderdaad groot. Stond al wel bij de beschrijving. Dus is goed om rekening mee te houden.",Neutral
Minder oversized dan ik dacht. Ik ben een vrouw van 1.67 m. Had toch beter een s kunnen nemen.,Neutral
"Prachtige roestbruine kleur, maar de trui kwam strakker uit de was en de stof werd ruw.",Neutral
"Fijn katoen en mooie kleur Het hoofd gat is een beetje strak, anders zou het 5* zijn",Neutral
Lekker oversized en stevige stof. Maat is prima aangezien ik brede schouders heb,Neutral
"De grootte van het vest en dus maat zijn ok, maar de mouwen zijn te kort. De laatste jaren lijkt dit bij alle capuchonvesten van h&m het geval te zijn.. Zelfs als je de vesten twee maten te groot besteld zijn de mouwen nog te kort.. Is dit de nieuwe standaard 'fit'?",Positive
Mooie kleur en kwaliteit. Ik draag als vrouw XL en wou een mannenvest proberen omdat je als vrouw tegenwoordig (bijna) niks kan vinden die een normale lengte heeft. Deze was iets te groot voor mij daarom geruild met een M. Ben er blij mee.,Negative
Mooie kleur en kwaliteit. Ik draag als vrouw XL en wou een mannenvest proberen omdat je als vrouw tegenwoordig (bijna) niks kan vinden die een normale lengte heeft. Deze was iets te groot voor mij daarom geruild met een M. Ben er blij mee,Negative
"Valt tegen, maar dat is een kwestie van smaak denk ik ☺️ Verder helemaal prima qua kwaliteit, de kleur is gelijk aan die op de foto De zakken zijn wel iets te klein.",Negative
"Ik ben een vrouw en heb normaal S. Deze in een M voor een oversized look. Precies wat ik er van had verwacht. Mooi oversized, goede kwaliteit, lekker warm. PERFECT",Positive
"Een hele lekkere warme stof van binnen. Zit ook nog eens mooi! Ook vrouwen kunnen deze vest dragen, heb zelf een maatje xs genomen omdat hij wat groter valt.",Neutral
Dit is de beste vest aller tijden. Lang maar precies wat ik zocht. Goede capuchon (comfortabel met koptelefoon op). zacht aan de binnenkant en grote zakken,Neutral
"Maat kleiner besteld voor normale pasvorm. Hij had van mij iets langer mogen zijn. Binnenkant pluist heel erg, na wassen is het een stuk beter.",Neutral
"Kwalitatief mooi vest. Heb hem als vrouw zijnde besteld, maar wil hem een maatje groter bestellen zodat het vest iets meer oversized valt.",Neutral
"Ik ben een vrouw 1,77 rond de 64 kilo. Kleur is erg mooi, mouwen zijn wel een klein beetje kort, voor de rest is het een mooi model.",Neutral
"Stof is dik en van goede kwaliteit. Ik heb normaal maat S en die had ik ook besteld maar XS staat me beter. Ik ben een vrouw van 177 en 68kg met een ""peer figuur"".",Negative
"Omdat het een oversized model is, expres een maatje kleiner genomen. Maar dit zat gewoon totaal niet lekker. De mouwen vallen heel erg breed en te ruim.",Neutral
"Stevige trui. Eigen maat kiezen, dan valt hij gewoon oversized. Goede kwaliteit, 100% katoen. Meestal zit in dit soort sweaters een deel polyester.",Neutral
"Kleur is heel mooi warm. Sweater is heel oversized, ik heb hem 2 maten kleiner genomen. Kwaliteit is goed. Kleur komt overeen met het plaatje",Positive
